"JUVENILE 1","33","0.011111111111111112"
"JUVENILE 2","38","0.012794612794612794"
"ADULT","1517","0.5107744107744108"
"MASTER 2","427","0.14377104377104377"
"MASTER 3","193","0.06498316498316499"
"MASTER 1","642","0.21616161616161617"
"MASTER 6","11","0.003703703703703704"
"MASTER 4","82","0.027609427609427608"
"MASTER 5","36","0.012121212121212121"
